pathway,processes,12858.0BR.3.R1.fastq.gz,12858.0KC.2.R1.fastq.gz,12858.0MR.4.R1.fastq.gz,12858.0TB.1.R1.fastq.gz,12858.10BR.49.R1.fastq.gz,12858.10KC.47.R1.fastq.gz,12858.10MR.50.R1.fastq.gz,12858.10TB.46.R1.fastq.gz,12858.11BR.52.R1.fastq.gz,12858.11KC.51.R1.fastq.gz,12858.11MR.53.R1.fastq.gz,12858.11TB.81.R1.fastq.gz,12858.12BR.56.R1.fastq.gz,12858.12KC.55.R1.fastq.gz,12858.12MR.57.R1.fastq.gz,12858.12TB.54.R1.fastq.gz,12858.13BR.60.R1.fastq.gz,12858.13KC.59.R1.fastq.gz,12858.13MR.61.R1.fastq.gz,12858.13TB.58.R1.fastq.gz,12858.14BR.64.R1.fastq.gz,12858.14KC.63.R1.fastq.gz,12858.14MR.65.R1.fastq.gz,12858.14TB.62.R1.fastq.gz,12858.15BR.68.R1.fastq.gz,12858.15KC.67.R1.fastq.gz,12858.15MR.69.R1.fastq.gz,12858.15TB.66.R1.fastq.gz,12858.16BR.72.R1.fastq.gz,12858.16KC.71.R1.fastq.gz,12858.16MR.73.R1.fastq.gz,12858.16TB.70.R1.fastq.gz,12858.17BR.76.R1.fastq.gz,12858.17KC.75.R1.fastq.gz,12858.17MR.77.R1.fastq.gz,12858.17TB.74.R1.fastq.gz,12858.18BR.82.R1.fastq.gz,12858.18KC.79.R1.fastq.gz,12858.18MR.83.R1.fastq.gz,12858.18TB.78.R1.fastq.gz,12858.19BR.86.R1.fastq.gz,12858.19KC.85.R1.fastq.gz,12858.19MR.87.R1.fastq.gz,12858.19TB.84.R1.fastq.gz,12858.1BR.7.R1.fastq.gz,12858.1KC.6.R1.fastq.gz,12858.1MR.8.R1.fastq.gz,12858.1TB.5.R1.fastq.gz,12858.20BR.90.R1.fastq.gz,12858.20KC.89.R1.fastq.gz,12858.20MR.91.R1.fastq.gz,12858.20TB.88.R1.fastq.gz,12858.21BR.94.R1.fastq.gz,12858.21KC.93.R1.fastq.gz,12858.21MR.95.R1.fastq.gz,12858.21TB.92.R1.fastq.gz,12858.22BR.98.R1.fastq.gz,12858.22KC.97.R1.fastq.gz,12858.22MR.99.R1.fastq.gz,12858.22TB.96.R1.fastq.gz,12858.23BR.102.R1.fastq.gz,12858.23KC.101.R1.fastq.gz,12858.23MR.103.R1.fastq.gz,12858.23TB.100.R1.fastq.gz,12858.24BR.106.R1.fastq.gz,12858.24KC.105.R1.fastq.gz,12858.24MR.107.R1.fastq.gz,12858.24TB.104.R1.fastq.gz,12858.2ABR.15.R1.fastq.gz,12858.2AKC.10.R1.fastq.gz,12858.2AMR.12.R1.fastq.gz,12858.2ATB.9.R1.fastq.gz,12858.2BBR.11.R1.fastq.gz,12858.2BKC.14.R1.fastq.gz,12858.2BMR.16.R1.fastq.gz,12858.2BTB.13.R1.fastq.gz,12858.3BR.19.R1.fastq.gz,12858.3KC.18.R1.fastq.gz,12858.3MR.20.R1.fastq.gz,12858.3TB.17.R1.fastq.gz,12858.4BR.23.R1.fastq.gz,12858.4KC.22.R1.fastq.gz,12858.4MR.25.R1.fastq.gz,12858.4TB.21.R1.fastq.gz,12858.5BR.28.R1.fastq.gz,12858.5KC.27.R1.fastq.gz,12858.5MR.29.R1.fastq.gz,12858.5TB.26.R1.fastq.gz,12858.6BR.32.R1.fastq.gz,12858.6KC.31.R1.fastq.gz,12858.6MR.33.R1.fastq.gz,12858.6TB.30.R1.fastq.gz,12858.7BR.36.R1.fastq.gz,12858.7KC.35.R1.fastq.gz,12858.7MR.37.R1.fastq.gz,12858.7TB.34.R1.fastq.gz,12858.8BR.40.R1.fastq.gz,12858.8KC.39.R1.fastq.gz,12858.8MR.41.R1.fastq.gz,12858.8TB.38.R1.fastq.gz,12858.9BR.44.R1.fastq.gz,12858.9KC.43.R1.fastq.gz,12858.9MR.45.R1.fastq.gz,12858.9TB.42.R1.fastq.gz
PWY-5667,CDP-diacylglycerol-biosynthesis-I,43936.1525,32565.84514,16111.61193,35438.82853,34923.81702,42094.59385,32565.78407,29796.57571,29476.71715,29073.99267,38984.10239,39508.97321,20087.23453,38094.17326,24504.48419,17963.29076,21056.70472,26673.98688,46874.65285,22484.49773,24201.38419,27164.8437,32684.12419,22737.20877,24832.68347,33697.39844,20947.70186,27213.20164,30182.45697,38162.33436,23093.05202,19246.06453,24262.51412,35384.66789,36573.96145,40691.84869,23080.98296,26500.93722,42391.07368,39597.63886,38221.5731,48180.10854,33975.82592,32733.85813,35145.89592,41769.41161,27293.57714,25494.94333,32509.04126,38049.71538,46911.59456,39659.27785,37681.9941,47087.53156,47463.97046,25314.33207,38924.69541,46494.75885,39112.71399,35969.57845,39399.2837,83045.67655,50335.35831,45573.82117,41172.57079,45329.07138,43773.75136,30362.24707,49744.06669,28619.88453,23591.276,30134.80432,37951.4134,79154.98601,38929.45918,44940.80243,41205.84591,43986.25292,27613.94357,30661.75849,35319.89288,54825.24273,29728.44105,35659.43325,18661.29583,49346.73768,34963.6602,26566.30772,42833.1598,39702.41852,27624.95578,38938.33495,27023.28997,54701.19019,51721.99889,12962.33257,28445.70619,57791.12784,38458.42433,40725.27963,30123.96353,36591.00096,35492.60716,18516.10019
PWY-5676,acetyl-CoA-fermentation-to-butanoate-II,5876.005537,115.7550346,2082.981088,3340.63589,3042.506973,2051.906364,4087.034714,7132.303545,3837.926177,1479.506592,3200.180843,3023.513711,1988.43109,2718.106726,1703.552101,2191.757897,2868.287112,3064.581891,127.2067044,5086.816918,3804.599181,2170.818043,1940.636084,3738.74188,4997.867722,3582.952989,4259.607027,3187.776153,3221.341186,6077.255767,1219.942353,1811.522297,3924.050811,4330.188644,5656.163492,4340.568921,2810.042171,3093.349813,3978.764137,6010.881678,6368.745925,6984.778564,1614.873135,1498.420639,5484.435398,1815.360094,1464.264138,2633.5438,2924.520017,6846.998384,10085.13323,2758.508731,3464.89928,9127.914354,3557.153619,2952.915325,3859.544764,7094.40694,3036.076596,8133.566724,4550.184105,4640.08852,5399.881177,4776.698732,5808.036154,9307.850403,3084.2993,3649.797889,6998.326145,1980.260341,2997.848611,4704.296317,8091.912548,3030.216934,1537.736773,6551.546758,8837.139817,1035.572773,2405.30618,3301.027461,5436.373455,5685.60102,1759.367648,3356.974057,1118.019126,2914.57492,2664.040089,2213.287459,4515.835246,2860.231644,3330.223425,4342.218695,2403.457612,3158.852294,3121.627931,1542.853381,9623.607399,5180.731821,3498.336699,5288.861097,5459.147971,3956.887165,2217.581199,1709.840466
PWY-5677,succinate-fermentation-to-butanoate,1233.051669,112.4320729,437.4865719,1324.665538,1462.006673,0,597.9559063,3846.367419,1015.074532,0,919.0882984,1599.747118,630.7684845,0,543.6595929,834.9705726,843.8982238,0,0,2821.860795,859.9426027,0,479.1216438,2044.661372,952.3078213,0,488.2075052,1449.774627,678.8862965,0,0,218.5707565,549.5449778,0,748.6358552,1398.384675,641.8650871,0,564.5494218,3229.251703,820.6426074,471.6853434,147.2254875,276.6220479,2862.234013,31.78697467,126.6104173,1550.574882,1007.136251,380.8134164,3319.689409,990.6005404,748.1534128,713.5829854,111.2449987,1690.169289,881.059188,216.6830763,162.1812003,4624.805772,515.6664864,431.2526911,1052.938114,1936.44187,1134.840494,519.7192018,0,381.035443,3543.416865,0,973.0278308,2526.487343,2654.693732,43.77291828,843.9413915,2884.945327,3130.690027,0,851.1877575,1909.975985,2339.072402,0,521.6749915,1291.175938,29.04464257,198.5323819,695.6524501,497.7547479,1831.517134,11.73075311,699.3043435,2430.766721,665.868253,0,862.2103056,652.2090036,4988.849308,192.7757727,936.2396845,2310.899376,983.7661423,0,726.3754741,557.2361389
PWY-5686,UMP-biosynthesis,37972.97372,29502.61885,14118.85484,28731.92381,28598.83313,35398.90602,25799.66844,30784.74828,26463.06255,22210.06851,30606.07698,35855.88197,18186.64305,30451.45785,20678.08468,17738.78578,19061.56757,21356.0033,26062.53603,22016.9822,21888.26833,21121.80231,26299.27939,21579.22534,21776.81245,27508.87887,18244.75872,25867.26345,27109.64755,29860.58417,19859.67376,17860.30738,21836.10211,29457.07172,30808.85021,35991.35507,18806.47945,21749.98755,36975.47273,35192.36308,34559.15386,39856.61342,31543.89264,29480.69368,33122.01935,32929.04591,24490.22524,23632.89657,30598.13127,32997.96125,44668.67865,33285.43074,34233.72052,40931.25421,42386.69581,25686.42498,37726.96175,38775.2478,34911.20641,35070.9824,34041.29338,49413.94714,43475.55137,43207.77241,36747.24228,37107.18551,37968.75441,28067.10001,43866.7529,25788.98339,20715.96376,27460.11051,35379.42659,44372.86624,34943.70526,37754.6538,36700.36723,38581.30737,24570.14519,27723.52335,30189.01799,44100.10689,25457.57199,29781.80541,12317.44736,40535.73697,27018.41955,22026.75437,37530.56922,31067.51643,23104.09651,34728.39756,24257.56118,43672.90182,42069.50531,11172.9474,28229.71337,46472.8358,34163.22836,37593.28789,25122.15775,29327.2564,29374.03445,16092.70574
PWY-5695,urate-biosynthesis/inosine-5'-phosphate-degradation,32355.05062,16004.50864,12469.51762,24780.17,26431.70669,34497.01213,25575.09865,19952.38646,21378.82598,25209.36176,28253.8478,27140.55328,15397.114,31716.0467,19053.74531,11354.46949,15607.43238,20760.20602,32837.248,17528.42439,19731.01807,23207.49118,24017.03466,19969.47836,19916.50013,32304.74526,15771.83352,19173.45866,24232.06231,32934.17838,17875.02476,14710.08789,13740.61211,33192.11546,30162.53347,25327.51746,17505.32875,21760.63822,29468.35417,26037.37363,31122.23347,45838.53649,30444.15521,21171.34346,28252.30155,34018.60532,22508.45384,17230.21814,28588.55956,33782.22357,39971.59096,26164.76454,30393.00221,56942.49824,33787.98528,20880.41092,35225.49284,48966.74556,31357.95264,26400.01234,31861.90336,62709.83496,38568.88764,33557.95454,32047.47614,44668.74787,33614.29957,24666.49693,35718.21053,22103.47525,16523.45786,23904.20086,28615.65684,51361.4574,30507.4588,32869.27473,32163.86528,23908.07516,22513.42573,22606.93757,24885.87267,44276.14005,22587.53715,23019.40209,14384.86737,39913.77878,24975.68346,22037.26947,30312.21567,35965.33571,22312.85721,21542.26076,21467.74204,52402.25279,35235.33157,8224.398099,19466.2309,54770.49731,31514.83804,29980.32243,21889.57523,36864.85911,24387.87848,11748.76101
PWY-5705,allantoin-degradation-to-glyoxylate-III,3995.861718,604.8858701,913.8628261,334.0655385,2589.740914,5654.04523,3390.950005,412.7738167,2828.189747,2154.283732,3230.625691,1864.322251,1144.674852,3671.531451,2003.772725,315.780808,2111.24361,3336.34892,349.5762445,201.195528,2972.581157,3164.628247,3987.589294,226.900115,4129.996662,3919.117215,3607.556535,1664.491909,3104.493646,5075.283242,1366.62534,1850.53811,2121.231107,6259.09651,5213.753743,2442.400693,2560.560847,3987.258357,4419.072121,1728.939637,4661.14001,5850.767413,3370.34334,1434.431848,2391.564979,2031.893356,1537.90355,121.0689789,3629.819908,6487.709164,7475.759507,1863.443822,4098.064142,7247.006069,4912.429113,432.2295443,2741.289826,8141.393001,4424.996636,1238.051357,4668.737839,5187.280271,5754.093419,2778.654443,3087.360556,10080.89003,3922.947784,1638.73754,2439.286055,4451.211926,2027.191812,1073.973605,2786.602041,1102.22589,3864.309699,472.70855,3618.190528,1705.336794,2043.057691,110.1691908,2827.636603,6099.719199,2636.861877,831.7782807,1239.831747,5475.118898,2238.472128,1971.527823,3430.275383,4170.427853,2096.001324,1210.676909,3996.37646,6748.094135,3686.912989,1060.879198,1522.276852,8330.59821,2130.776272,2631.920252,2397.593873,4085.056447,2829.960061,428.0740141
PWY-5741,ethylmalonyl-CoA-pathway,4676.040888,0,832.0779871,0,244.9846547,1486.812446,1347.382244,0,2496.669602,270.3544174,1028.979729,0,1013.950935,732.2835292,535.2401181,0,1591.082732,2158.300424,149.5956119,33.30343638,2879.745992,600.5310808,1148.914903,0,3844.379371,1894.898777,1496.333418,501.1810604,2557.155865,4068.142183,948.2205572,394.6552747,1871.575648,3273.722346,5142.539008,102.8074123,1915.231552,2233.950863,2814.301252,1423.427358,6039.853863,3830.432304,547.8370765,0,3095.75024,1169.918786,1422.572682,150.4500636,1408.678017,5465.613681,7583.383657,0,2123.949832,4139.332347,2149.567663,508.3925696,2536.196537,4121.103157,2620.80576,233.6138674,3321.645335,3443.911077,3482.899585,764.1106492,2443.570509,3816.168301,2144.768337,1866.551,3604.276447,1079.629659,1261.309724,306.2691576,5608.684604,3602.830126,533.9791948,801.5725659,6733.516627,989.6041885,1464.21436,59.38555036,2944.690887,4597.127784,648.9353472,210.6040941,0,2440.649428,656.487148,477.9148986,1214.67915,2111.481494,435.1673293,447.9606621,1707.591603,1763.456981,173.9860642,172.9391816,2038.894866,2145.263326,1034.155349,339.9790388,2488.644209,760.2237718,615.6749208,603.0652878
PWY-5747,2-methylcitrate-cycle-II,10866.40935,5718.845214,3388.705575,6765.688434,8678.159174,10563.75101,7955.577643,2184.237422,7563.407372,8738.742106,9371.661408,7858.861908,4721.559925,10635.77541,5159.3248,2003.281367,4504.603956,6802.074059,18527.32851,1364.875473,4322.181533,7556.513213,8555.752868,1635.365988,5333.41994,9674.996108,5144.309822,4552.302277,6132.650686,12751.78292,7571.609341,3579.377337,8931.685649,11184.75378,8867.809728,7628.663963,6642.901036,7481.622688,10328.55282,8383.123267,9298.161136,12192.94453,11716.6284,5946.378476,5955.168634,12872.95264,8808.990328,3756.161275,9476.109405,9518.472605,8485.217193,8897.962339,10507.97548,13268.52865,12809.01202,1484.579117,7394.421549,12153.81249,10825.79273,4297.235,7977.758381,30597.104,11423.94552,7495.342946,7419.564033,11319.71966,11303.18393,5062.990236,15599.09143,4572.085062,6742.27067,4426.001987,8210.829495,30130.46838,5059.885146,10259.60997,8222.115222,5367.574856,5084.255456,5949.520685,7879.511894,13062.09955,8347.881614,10169.45398,7875.470684,13007.44895,7514.007149,7177.309266,9750.040953,10522.33557,5525.54575,7618.862061,3811.233815,13563.20141,14601.6394,3023.284997,3423.676693,14693.26829,7238.863144,6080.615886,5936.533749,12155.47394,7736.382037,3770.885972
PWY-5837,14-dihydroxy-2-naphthoate-biosynthesis-I,6535.629085,5022.880878,3151.914312,1632.447481,9181.265982,10729.51688,10378.7034,2755.120302,7207.244344,4835.28073,10557.95336,5588.24814,6070.171732,8252.163108,6378.87634,1251.773443,5137.407402,4711.286946,2793.663247,1250.393356,5909.421136,3675.15265,8789.414114,2784.949048,4985.359409,5680.416163,7055.736441,4610.679644,8851.381728,2476.517533,7107.548864,4770.845028,4570.738969,7058.928603,8026.242953,5785.783515,4509.685828,3804.739638,12947.50766,4718.780349,8676.413961,9988.96235,13389.55694,8581.223676,8124.202803,7499.566543,8442.46775,6506.651072,11868.32597,8415.691229,10367.56764,6272.538556,10761.89881,10563.04818,15439.70394,8705.293792,7254.978486,8564.177822,10992.28812,4421.965418,10072.64111,2906.054588,11241.41411,9449.767791,8953.886025,6288.898881,10982.19537,7213.89547,15125.01512,15102.63954,6082.510532,3213.204849,10672.31533,558.910792,23358.5554,6862.030078,6503.366599,25503.66826,7356.765745,7789.676902,5590.679433,10098.54798,8995.812563,6545.871648,2482.430256,12394.8058,8733.796524,4348.938961,9760.78982,7951.590757,7553.270846,5559.723986,12206.83019,8204.365373,13392.74493,1999.318103,2744.051823,10386.91455,11276.23952,9881.12836,3357.607242,9946.79656,11968.45321,3154.901647
PWY-5838,superpathway-of-menaquinol-8-biosynthesis-I,13183.36471,8037.41979,5605.138382,3989.356942,14010.93693,17071.33979,13729.27834,5897.706295,11674.04567,7244.606344,15899.86516,10971.88514,8950.791324,12569.35708,9818.90777,2838.855545,8229.394273,7387.875497,4841.596888,3143.41338,9445.404046,5459.118237,13242.7105,5580.861799,8887.757971,8794.134437,9712.948066,8327.526927,13593.9846,5071.731917,9923.074831,7082.013395,7679.054518,11409.73558,12728.35871,10964.42409,7452.041098,6840.656708,18900.47941,9965.554376,14654.1916,14744.50054,17766.96896,12010.27847,13633.62518,12433.39227,12321.72324,9357.962352,16649.49284,13821.43862,18457.13682,11445.0886,15962.61318,17045.61763,22299.20158,9866.354083,14133.73403,14321.0987,16710.45782,9067.48703,15919.06687,6599.969586,17536.38938,15921.0369,14649.5431,12124.33636,16971.56391,11759.29261,21699.83161,14192.12402,9579.864901,6770.881918,16787.0144,905.292718,20773.11258,11800.62658,12483.76672,23782.13622,11499.6844,11642.65534,10442.35873,16467.20545,12953.94462,11226.55164,3573.228704,18820.97664,13766.01019,7742.153172,14987.96291,12684.34573,11605.15775,10347.44256,13544.49895,14750.59694,20401.54778,3686.006963,6291.667589,17916.51565,16308.29715,14882.59515,6281.461991,14301.86166,16393.38738,5626.206909
PWY-5840,superpathway-of-menaquinol-7-biosynthesis,13344.95652,8000.893331,5762.764377,4027.046607,14019.64116,17375.94473,13801.64276,6147.636287,11846.68813,6873.637968,15919.68918,11205.95539,9142.052855,12318.71228,9935.185722,2891.542869,8468.761766,7259.564538,4428.61388,3256.05943,9683.783038,5295.294441,13186.96349,5882.548266,8988.396691,8383.278453,9807.62607,8810.977601,13989.7645,4941.408088,8959.885657,7629.714778,7421.579753,11194.75133,12423.21582,11202.79624,7283.769449,6783.828295,18923.32384,10039.05091,14876.80801,13820.73375,16387.60817,12790.12576,14022.98623,10041.75376,12129.68496,10065.85739,16482.50846,13774.72454,18987.88376,11618.25463,15940.89605,16808.80056,22351.21139,12868.99214,14723.44314,14073.88265,16553.74867,9544.202561,16074.42472,6391.222648,17540.42592,16632.46937,15037.53165,11992.02928,16962.58912,12529.31078,21570.73882,18558.64446,9695.902916,7026.923408,17026.43454,801.1687777,26870.91238,11987.42159,12656.7445,29379.10933,11924.3144,12028.29066,10602.08591,16428.34858,13073.83093,11496.94821,3272.975492,18834.82797,13751.43621,7728.635742,15243.15186,12576.30103,11957.54891,10685.82105,15062.77685,14545.32472,20302.39581,3768.706155,6407.681882,17762.16734,16827.54087,15696.35079,6348.529387,13999.02009,16206.46582,5748.916389
PWY-5845,superpathway-of-menaquinol-9-biosynthesis,8430.209219,7941.631638,4865.151019,1597.342509,13119.87861,14013.49925,12254.94792,2869.214871,9593.377813,6014.13093,14762.24823,4624.120949,7385.074167,10308.29739,9209.9045,2228.696394,7310.489442,6013.169176,4383.226717,1805.713031,6513.227123,3942.214657,12380.92521,1872.18485,7708.559041,6113.888742,9074.555822,6453.170068,12129.33173,2415.951604,8959.885657,1868.268276,7001.972372,8249.408321,10782.06361,6291.280078,6771.127616,4905.992008,16613.9665,5369.210821,10387.6802,11418.45984,14834.68624,5808.103156,7718.257188,10041.75376,11138.28351,5001.077315,14473.56936,11272.10884,16440.94611,7421.551502,13205.89897,13565.01397,19807.6433,1026.554201,11232.77509,10571.7389,15364.84952,3929.083517,12407.23783,5064.258359,15556.8001,8749.284007,11017.36578,7948.999816,14834.52514,4014.708454,20259.75071,11473.24453,8102.849668,3552.15677,15669.6689,801.1687777,14359.88379,10170.28924,8792.341037,14598.69899,9634.957069,6005.114722,7203.005103,14725.6084,11510.49677,6341.410076,3272.975492,16192.45117,12409.60852,5376.117372,11593.89616,10791.27209,10147.96411,8322.4447,7911.668428,10877.0226,18519.13548,2830.07156,5189.678216,12779.6029,15106.60301,8202.219287,5386.039265,12027.58338,15152.02117,4072.771584
PWY-5850,superpathway-of-menaquinol-6-biosynthesis-I,8430.209219,3821.40897,4865.151019,1597.342509,13119.87861,13618.47293,12254.94792,2869.214871,9593.377813,4933.251498,14762.24823,4624.120949,7385.074167,9731.116108,9209.9045,2228.696394,7310.489442,4376.363333,4383.226717,1805.713031,6513.227123,2725.911734,12380.92521,1872.18485,7708.559041,5361.483815,9074.555822,6453.170068,12129.33173,2415.951604,8959.885657,1868.268276,7001.972372,6637.664728,10782.06361,6291.280078,6771.127616,4905.992008,15884.79818,5369.210821,10387.6802,8200.477685,14834.68624,5808.103156,7718.257188,10041.75376,11138.28351,5001.077315,14473.56936,7932.111951,16440.94611,7421.551502,13205.89897,9629.70352,19807.6433,1026.554201,11232.77509,9195.914186,15364.84952,3929.083517,12407.23783,1789.115053,15556.8001,8749.284007,11017.36578,7075.697663,14834.52514,4014.708454,20259.75071,11473.24453,8102.849668,3552.15677,12821.5456,801.1687777,14359.88379,10170.28924,8792.341037,14598.69899,9634.957069,6005.114722,7203.005103,14725.6084,11510.49677,6341.410076,3272.975492,16192.45117,12409.60852,5376.117372,11593.89616,10791.27209,10147.96411,8322.4447,7911.668428,10877.0226,18519.13548,2830.07156,5189.678216,12779.6029,15106.60301,8202.219287,5386.039265,9191.482371,15152.02117,4072.771584
PWY-5855,ubiquinol-7-biosynthesis-(prokaryotic),16063.49785,9239.611453,5190.093681,9436.963708,13814.11936,17437.05549,12983.59194,2940.199783,11322.00112,13097.65948,16586.85049,12433.87215,7436.859896,18652.46567,9347.732928,3757.776663,7432.721526,11641.3681,22325.97318,2015.184014,7650.762888,14007.46389,14357.02567,3010.246965,9146.159873,17314.3014,8948.444794,6545.086559,11215.20559,22340.48693,13137.7759,4192.566142,13142.80651,18163.07732,17911.89798,12558.84151,10880.77377,12268.36268,17633.2081,13801.01183,13904.5963,27132.23855,16350.73163,8224.841512,9298.37557,25034.0383,13401.11078,4891.781081,13087.06461,17038.89633,15458.42463,13470.81763,15131.57969,23888.71447,19796.3592,2226.006087,11795.40796,23089.19565,17825.23407,6105.487368,14553.54934,39354.18292,18799.00858,11540.79305,12283.17538,24069.52187,16845.78439,7374.268857,21900.54771,7127.601656,9840.834782,6386.958694,12917.30714,39213.31117,7557.172454,14250.65659,14392.14919,10474.098,8483.133135,8272.835263,12172.63803,26647.47098,12158.5981,12288.71919,10057.05927,22045.1262,14657.95757,10544.89213,13273.85451,19125.90311,9502.831335,9974.102132,7210.891474,27412.70334,23428.632,3867.416819,5973.795863,28198.0843,12703.70145,9127.851274,9858.485322,17462.61807,16101.00928,5659.347836
PWY-5856,ubiquinol-9-biosynthesis-(prokaryotic),16063.49785,9239.611453,5190.093681,9436.963708,13814.11936,17437.05549,12983.59194,2940.199783,11322.00112,13097.65948,16586.85049,12433.87215,7436.859896,18652.46567,9347.732928,3757.776663,7432.721526,11641.3681,22325.97318,2015.184014,7650.762888,14007.46389,14357.02567,3010.246965,9146.159873,17314.3014,8948.444794,6545.086559,11215.20559,22340.48693,13137.7759,4192.566142,13142.80651,18163.07732,17911.89798,12558.84151,10880.77377,12268.36268,17633.2081,13801.01183,13904.5963,27132.23855,16350.73163,8224.841512,9298.37557,25034.0383,13401.11078,4891.781081,13087.06461,17038.89633,15458.42463,13470.81763,15131.57969,23888.71447,19796.3592,2226.006087,11795.40796,23089.19565,17825.23407,6105.487368,14553.54934,39354.18292,18799.00858,11540.79305,12283.17538,24069.52187,16845.78439,7374.268857,21900.54771,7127.601656,9840.834782,6386.958694,12917.30714,39213.31117,7557.172454,14250.65659,14392.14919,10474.098,8483.133135,8272.835263,12172.63803,26647.47098,12158.5981,12288.71919,10057.05927,22045.1262,14657.95757,10544.89213,13273.85451,19125.90311,9502.831335,9974.102132,7210.891474,27412.70334,23428.632,3867.416819,5973.795863,28198.0843,12703.70145,9127.851274,9858.485322,17462.61807,16101.00928,5659.347836
PWY-5857,ubiquinol-10-biosynthesis-(prokaryotic),16063.49785,9239.611453,5190.093681,9436.963708,13814.11936,17437.05549,12983.59194,2940.199783,11322.00112,13097.65948,16586.85049,12433.87215,7436.859896,18652.46567,9347.732928,3757.776663,7432.721526,11641.3681,22325.97318,2015.184014,7650.762888,14007.46389,14357.02567,3010.246965,9146.159873,17314.3014,8948.444794,6545.086559,11215.20559,22340.48693,13137.7759,4192.566142,13142.80651,18163.07732,17911.89798,12558.84151,10880.77377,12268.36268,17633.2081,13801.01183,13904.5963,27132.23855,16350.73163,8224.841512,9298.37557,25034.0383,13401.11078,4891.781081,13087.06461,17038.89633,15458.42463,13470.81763,15131.57969,23888.71447,19796.3592,2226.006087,11795.40796,23089.19565,17825.23407,6105.487368,14553.54934,39354.18292,18799.00858,11540.79305,12283.17538,24069.52187,16845.78439,7374.268857,21900.54771,7127.601656,9840.834782,6386.958694,12917.30714,39213.31117,7557.172454,14250.65659,14392.14919,10474.098,8483.133135,8272.835263,12172.63803,26647.47098,12158.5981,12288.71919,10057.05927,22045.1262,14657.95757,10544.89213,13273.85451,19125.90311,9502.831335,9974.102132,7210.891474,27412.70334,23428.632,3867.416819,5973.795863,28198.0843,12703.70145,9127.851274,9858.485322,17462.61807,16101.00928,5659.347836
PWY-5860,superpathway-of-demethylmenaquinol-6-biosynthesis-I,6216.143862,2762.64167,3877.51731,1109.784822,10895.49783,10599.09442,10428.80932,2097.179112,7618.911117,3621.583041,12329.33886,3316.280105,6004.529601,7365.455412,7628.257293,1688.008957,5909.798791,3169.401358,3130.434038,1287.834395,5051.68527,1919.690684,10020.34725,1325.054645,6095.109107,3873.289303,7619.862573,5047.387192,9881.409596,1664.202557,7288.65586,1319.622744,5422.507279,4837.434952,8378.182503,4680.707652,5350.299978,3595.834045,12626.91834,3885.89925,7979.094984,5918.311012,12153.12378,4329.667786,5832.812928,7602.213979,9121.554722,3819.169913,11949.29779,5776.729954,13077.64448,5552.921922,10512.43578,7037.297711,15857.1757,699.7237865,8595.490157,6776.065984,12497.80876,2823.057267,9822.639067,1209.511453,12330.10939,6567.16175,8672.957807,5101.82985,11842.15155,2866.574582,17561.92838,9172.06356,6485.288839,2580.656153,9935.242526,538.1019551,11331.92938,8106.077069,6667.094322,11337.26911,7804.307857,4554.302065,5451.130819,11253.24897,9499.01116,4748.742737,2436.543805,12650.37229,10186.13479,4033.44532,9180.004065,8262.439878,8385.469538,6481.463955,6140.497352,8085.637328,15086.55327,2193.183626,3938.884563,9552.450895,12711.40328,6274.746138,4126.405935,6897.46851,12636.9444,3129.854209
PWY-5861,superpathway-of-demethylmenaquinol-8-biosynthesis,10339.15904,6407.214378,4604.192069,2958.437104,11832.92979,13875.44884,12085.43293,4799.015822,9672.615389,5583.041673,13543.30267,8781.962452,7632.917348,9904.70944,8265.153771,2233.355874,6835.30186,5688.216544,3483.762066,2364.128529,7907.604208,4074.77541,10879.89031,4499.263201,7233.349044,6712.606214,8307.604272,6858.526321,11379.68425,3626.184133,8267.914827,5998.298,6041.283851,8912.281935,10195.26165,8926.678149,6000.106463,5218.437847,15593.55769,7782.797908,12006.89753,11391.6238,15244.98787,10246.13774,11478.21384,9726.946163,10341.69028,8183.779388,14256.67663,10807.23264,15037.56664,9171.629284,13243.38325,13453.31504,18314.49098,8335.544502,11244.62837,11210.39744,13859.48627,7252.489412,13309.36087,4637.131591,14241.39384,13325.31104,12263.24386,9282.20807,13944.71098,9729.427132,19220.45963,11907.57022,7958.394315,5354.564203,13695.62812,608.6272247,17858.0095,9709.897465,10045.87015,20606.51912,9719.153237,10139.71177,8414.146632,12805.73715,11018.90433,9289.068286,2688.842459,15125.93705,11592.50669,6147.800984,12557.40264,9971.64019,9931.090002,8402.373863,11903.92002,11433.60187,17003.70148,3004.079517,4919.945577,14078.10794,14014.84483,12939.86879,4934.816716,11538.33603,13959.3315,4591.08159
