pathway	12858.0BR.3.R1.fastq.gz	12858.0KC.2.R1.fastq.gz	12858.0MR.4.R1.fastq.gz	12858.0TB.1.R1.fastq.gz	12858.10BR.49.R1.fastq.gz	12858.10KC.47.R1.fastq.gz	12858.10MR.50.R1.fastq.gz	12858.10TB.46.R1.fastq.gz	12858.11BR.52.R1.fastq.gz	12858.11KC.51.R1.fastq.gz	12858.11MR.53.R1.fastq.gz	12858.11TB.81.R1.fastq.gz	12858.12BR.56.R1.fastq.gz	12858.12KC.55.R1.fastq.gz	12858.12MR.57.R1.fastq.gz	12858.12TB.54.R1.fastq.gz	12858.13BR.60.R1.fastq.gz	12858.13KC.59.R1.fastq.gz	12858.13MR.61.R1.fastq.gz	12858.13TB.58.R1.fastq.gz	12858.14BR.64.R1.fastq.gz	12858.14KC.63.R1.fastq.gz	12858.14MR.65.R1.fastq.gz	12858.14TB.62.R1.fastq.gz	12858.15BR.68.R1.fastq.gz	12858.15KC.67.R1.fastq.gz	12858.15MR.69.R1.fastq.gz	12858.15TB.66.R1.fastq.gz	12858.16BR.72.R1.fastq.gz	12858.16KC.71.R1.fastq.gz	12858.16MR.73.R1.fastq.gz	12858.16TB.70.R1.fastq.gz	12858.17BR.76.R1.fastq.gz	12858.17KC.75.R1.fastq.gz	12858.17MR.77.R1.fastq.gz	12858.17TB.74.R1.fastq.gz	12858.18BR.82.R1.fastq.gz	12858.18KC.79.R1.fastq.gz	12858.18MR.83.R1.fastq.gz	12858.18TB.78.R1.fastq.gz	12858.19BR.86.R1.fastq.gz	12858.19KC.85.R1.fastq.gz	12858.19MR.87.R1.fastq.gz	12858.19TB.84.R1.fastq.gz	12858.1BR.7.R1.fastq.gz	12858.1KC.6.R1.fastq.gz	12858.1MR.8.R1.fastq.gz	12858.1TB.5.R1.fastq.gz	12858.20BR.90.R1.fastq.gz	12858.20KC.89.R1.fastq.gz	12858.20MR.91.R1.fastq.gz	12858.20TB.88.R1.fastq.gz	12858.21BR.94.R1.fastq.gz	12858.21KC.93.R1.fastq.gz	12858.21MR.95.R1.fastq.gz	12858.21TB.92.R1.fastq.gz	12858.22BR.98.R1.fastq.gz	12858.22KC.97.R1.fastq.gz	12858.22MR.99.R1.fastq.gz	12858.22TB.96.R1.fastq.gz	12858.23BR.102.R1.fastq.gz	12858.23KC.101.R1.fastq.gz	12858.23MR.103.R1.fastq.gz	12858.23TB.100.R1.fastq.gz	12858.24BR.106.R1.fastq.gz	12858.24KC.105.R1.fastq.gz	12858.24MR.107.R1.fastq.gz	12858.24TB.104.R1.fastq.gz	12858.2ABR.15.R1.fastq.gz	12858.2AKC.10.R1.fastq.gz	12858.2AMR.12.R1.fastq.gz	12858.2ATB.9.R1.fastq.gz	12858.2BBR.11.R1.fastq.gz	12858.2BKC.14.R1.fastq.gz	12858.2BMR.16.R1.fastq.gz	12858.2BTB.13.R1.fastq.gz	12858.3BR.19.R1.fastq.gz	12858.3KC.18.R1.fastq.gz	12858.3MR.20.R1.fastq.gz	12858.3TB.17.R1.fastq.gz	12858.4BR.23.R1.fastq.gz	12858.4KC.22.R1.fastq.gz	12858.4MR.25.R1.fastq.gz	12858.4TB.21.R1.fastq.gz	12858.5BR.28.R1.fastq.gz	12858.5KC.27.R1.fastq.gz	12858.5MR.29.R1.fastq.gz	12858.5TB.26.R1.fastq.gz	12858.6BR.32.R1.fastq.gz	12858.6KC.31.R1.fastq.gz	12858.6MR.33.R1.fastq.gz	12858.6TB.30.R1.fastq.gz	12858.7BR.36.R1.fastq.gz	12858.7KC.35.R1.fastq.gz	12858.7MR.37.R1.fastq.gz	12858.7TB.34.R1.fastq.gz	12858.8BR.40.R1.fastq.gz	12858.8KC.39.R1.fastq.gz	12858.8MR.41.R1.fastq.gz	12858.8TB.38.R1.fastq.gz	12858.9BR.44.R1.fastq.gz	12858.9KC.43.R1.fastq.gz	12858.9MR.45.R1.fastq.gz	12858.9TB.42.R1.fastq.gz
pyruvate-fermentation-to-isobutanol-(engineered)	49605.9597	24154.81718	14398.82104	26990.83909	34482.38242	55587.69366	32962.30518	14564.06728	30939.64563	31227.4247	38753.77182	37266.0936	25170.11364	41553.05091	26793.12235	19371.92624	22010.83192	34128.65026	48081.6721	10567.56621	27202.6616	31997.56749	36861.22527	13055.19259	29300.80566	56546.33635	23968.84996	24174.62861	36873.9548	72865.84716	24419.98999	19597.76635	27889.06635	59305.9993	47384.03677	35607.71887	24995.95281	44317.37655	48132.764	35899.89419	46587.39	63595.85953	36039.48358	29311.38306	34783.83329	41897.04123	30294.79396	21836.90055	38886.68965	63673.06013	55409.92115	38079.3124	44719.79269	68612.90245	57618.77512	21500.32938	48251.63094	63938.71547	47722.53	26807.61141	45226.91265	81287.3659	58696.5471	44017.1123	41860.11447	66111.91144	51826.50347	31546.5945	53161.54055	35485.7148	26746.93731	22277.92973	43774.8658	81249.10603	46569.28338	33162.22879	45278.2543	53277.50217	29299.09069	25872.84847	35486.2105	80134.21354	32928.0396	36920.27692	18762.5843	61215.56118	32803.23308	28288.4113	41396.5715	53232.86168	26954.40496	32109.29108	30991.16218	84414.29243	54821.94264	11839.47314	20113.40629	93957.81149	36667.37131	34750.1966	24921.94206	47713.7797	37777.88294	16762.29576
chlorophyllide-a-biosynthesis-III-(aerobic-light-independent)	462.8564	5655.53654	1049.41326	0	2705.2387	8074.77427	615.35539	321.92669	2796.33595	3276.6488	3857.868762	171.0889	855.65275	5591.55927	2860.61114	208.22951	2010.005233	3275.86316	742.80691	130.96719	1069.3868	3075.53666	4755.56617	233.03137	1206.49246	3138.23093	2813.4481	200.435636	3178.41417	1671.964545	812.34969	0	1525.21206	4007.52756	2093.86262	0	196.6553	1298.50046	8403.717	1356.67329	1157.091	5934.47047	2267.38507	811.07304	687.11389	1937.80398	1896.54378	538.97788	2239.25697	5375.42736	3663.8407	571.2358	3490.76611	7263.95125	9692.34665	0	1806.84146	4790.0654	4102.4532	0	1331.55334	2346.58682	6695.12647	79.03875	1814.31558	3509.608901	4328.44004	686.4292	76.71082	3757.1113	2153.4747	97.19312	9787.9206	3135.6207	2672.59733	276.19086	754.9478	2374.292273	2313.53134	391.28328	509.6942	4985.36146	3035.2192	0	0	8919.66386	3481.10683	1825.3092	1673.1869	5751.408873	2521.43715	3229.27333	1058.02445	9943.72768	5142.72445	116.73006	401.10885	12557.17662	4235.19389	0	1060.87346	8434.2312	4988.107427	307.42978
pyrimidine-deoxyribonucleotides-de-novo-biosynthesis-I	34071.1632	18299.32917	11025.29626	18059.00714	25452.49946	31556.09414	23327.22637	11936.99508	22591.7971	19264.2291	27831.16649	26772.4253	16047.50468	26912.2861	18346.48413	8829.34827	15778.10302	19521.48787	24557.4013	11709.97504	18675.6488	19689.93013	23732.76954	14169.83529	19372.11967	25449.55245	16072.20084	19680.22864	24904.61951	28516.45611	17319.81403	14511.89099	18942.58236	26727.2219	29191.33096	25629.34594	16838.62199	20086.41667	31734.3769	26292.92119	30617.17	34906.84733	27506.10582	23327.6054	25224.27032	29086.70239	21386.121	16581.37375	26896.316	29598.7958	37446.628	27949.9146	30887.13727	37135.19838	36844.66616	19929.24387	34149.52494	35495.44565	32132.7931	21986.43988	31781.91318	46540.50493	38985.05258	33703.07059	30685.38393	35158.25458	34370.25606	24791.2105	34888.31041	24612.768	17014.44386	19075.60943	26746.6081	42672.0731	32704.25156	27332.26525	28688.4351	19283.04066	21078.35395	20089.95478	24114.9485	38339.79343	22307.0631	24541.44628	11207.53319	35279.81713	24137.26619	19133.199	31043.0875	27121.56261	19586.7056	23438.97226	21804.66831	41861.47971	37869.45158	8591.95311	13928.49058	44420.32913	28042.45792	26818.7847	18295.81465	25965.8054	26156.95345	12560.71967
pyrimidine-deoxyribonucleotides-de-novo-biosynthesis-II	25404.4375	17553.34918	9466.28343	18384.53832	20717.46553	21294.5262	19436.6998	20670.3554	18296.52967	12966.0825	22829.92121	24022.7623	12621.76331	16512.57649	14545.83618	10772.25578	12681.4134	12528.34548	11933.50242	14241.75037	14576.9985	11748.5813	16368.1445	14752.81077	14773.57701	17589.08857	12353.55799	17832.5477	18355.47432	19645.15841	11813.32236	11981.04644	14551.99109	17366.65577	20262.47744	23889.19047	12659.23733	13145.74483	23034.8659	23006.64764	22100.74	21968.92913	17631.20709	19884.05111	22393.64684	17761.65455	15942.39719	16615.51544	18445.83325	17334.71948	29930.45805	22755.5632	22474.63967	24824.40341	25057.95058	18545.73641	25086.1008	24341.32131	22866.385	24080.36331	24277.77451	10739.04587	28962.69139	29689.05674	25665.86087	18334.01998	25322.24938	19755.2604	31501.85786	13136.8997	13795.48799	18195.64848	21709.8204	8057.99227	17835.1573	26066.03255	24266.9548	22795.02126	16995.14913	19479.31188	20578.5955	26452.0418	17407.155	20868.39937	7513.10157	23829.36219	19949.64719	14574.2067	25806.7018	17374.83871	16598.82481	23019.09336	16006.1572	25221.71948	29308.22195	7801.13439	19423.57048	26935.43403	23676.16057	25939.6152	16862.87294	17114.3463	20530.5701	10986.35325
superpathway-of-pyrimidine-ribonucleosides-salvage	24653.8788	15695.43151	9797.98268	18184.96416	21622.13914	25918.9578	20191.05311	13181.71757	18532.26805	16940.0628	23504.08113	22164.9312	12638.66988	22325.02621	15519.35404	9668.68456	12926.83787	16241.9793	9273.57359	12266.92672	15141.0771	15365.21657	19056.76358	13520.2485	14602.30553	19826.70793	13982.09391	17060.67475	19683.2477	17364.73341	15160.12012	12487.96332	13755.95491	20601.00223	22674.99936	22818.5226	12285.75022	15675.41316	28176.5081	22312.02029	23218.1	30813.86655	24634.88263	19883.0357	22292.98526	24031.29428	17292.9959	14976.50503	23575.34432	24508.70431	31658.45594	21552.3364	25415.04606	31818.01062	32375.05834	17473.90397	24836.93603	28149.29071	25930.3601	21081.19297	23973.1926	20523.4404	33231.32656	27921.42511	26980.27631	22655.95656	28705.99882	19043.8341	29218.11865	21443.5982	13651.95154	17118.86215	23616.077	10763.09478	30204.28888	25047.4376	22419.9997	21560.54239	17772.34129	18377.37468	19056.5599	30724.80679	18449.866	19011.00422	6662.42664	28937.11181	20413.30322	15092.026	26274.2087	21183.24241	17284.65676	21412.55972	18812.09264	31812.29848	29388.24765	7076.46099	14506.85159	34756.13808	26117.12424	25618.7143	15891.06172	21993.8764	22430.45454	9741.27059
pyrimidine-deoxyribonucleotide-phosphorylation	29649.3515	16629.26499	9823.04031	16497.9554	22477.86687	28582.91042	20580.28878	10459.66172	19935.77045	18148.2674	24823.79045	23348.8244	14038.9305	24593.80042	16370.69447	8155.32452	14061.49177	17808.84309	21817.32816	10737.49407	16436.5902	17337.62636	21573.92366	12971.16577	17032.38541	22904.05248	14353.6015	17240.85433	21991.07605	24814.33869	16690.4064	12846.37491	16726.13394	23971.55658	25580.30796	22588.90111	14768.73823	17797.89061	30060.406	22815.06247	27172.68	32616.33259	26471.20308	20490.46678	22011.57709	26903.42725	18733.99994	14493.85233	24613.2255	27148.32719	33471.07945	24964.8949	27530.42266	33723.925	34779.28098	17770.03758	30558.07289	32030.51538	28717.5083	19337.8246	28173.37937	41376.94993	35400.08179	29672.8904	27519.95472	31045.21002	30723.94318	22246.9987	29984.78618	22073.3728	14956.68598	17239.84072	25448.0757	35873.38968	29081.05719	24740.83972	24876.0263	17104.76595	18637.42685	17533.68588	21094.1112	33819.08955	19680.8376	21239.14961	9801.80779	32281.58252	21555.04201	16836.5967	27314.9924	24284.63041	17425.34671	20845.63856	19054.85562	35686.46726	33348.64514	7516.81443	12002.12748	38526.13961	25288.70162	23695.2278	16510.87273	24155.1037	23487.28099	10998.21501
pyrimidine-deoxyribonucleotides-de-novo-biosynthesis-IV	0	0	0	1466.09257	0	0	0	0	0	0	0	0	0	0	0	2518.14025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972.78067	0	0	707.73459	0	0	0	0	211.86047	631.92916	0	0	0	0	0	0	865.85229	0	0	0	0	574.16256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557.76072	24.46217	0	0	0	0	0	0	0	0	0	0	0	0	0	609.87189	0	0	0	0	0
pyrimidine-deoxyribonucleosides-salvage	20083.8279	5456.03409	7972.5198	15102.5401	17014.36185	15924.20324	16801.77278	14263.02614	13842.04118	8911.1238	18315.88661	16818.133	10077.96522	10449.35682	12120.01277	7843.082	9939.297898	9025.49074	4263.84771	12329.66917	13266.0062	7406.77518	13388.93938	12723.75369	13682.34337	12712.55112	10687.96944	13586.58214	15444.59653	11561.73906	11209.11951	10686.08719	9097.12212	14027.96133	19299.12883	17882.4987	9661.57699	10274.41063	19128.7879	16738.08219	19645.78	18615.93476	18489.22604	15104.25828	18730.82941	14761.55963	13394.43701	11795.27878	18998.66173	17953.42829	27748.32298	16672.0357	20451.75688	23715.5757	20946.21053	15390.9433	25111.24472	21753.40449	20297.2267	17081.6865	21419.11169	11776.08793	25096.06949	23145.81567	22739.721	18754.85791	21695.05374	15835.5106	23954.18936	16919.3851	10849.10495	15223.27225	17075.0724	3726.70069	24836.29475	21219.5543	18643.1549	27728.42097	14778.25979	13754.45832	15301.5886	20617.16965	14383.8586	13860.79669	3187.26276	17601.23765	15475.44437	9763.4642	19574.0417	13711.87364	14387.10542	14670.33812	15730.24451	18068.91739	19861.65326	5127.9262	12909.06716	20037.36001	21267.9291	21334.7745	12992.36622	12379.3725	16439.52209	7460.81863
superpathway-of-pyrimidine-deoxyribonucleoside-salvage	24260.538	10446.60451	8865.58889	15491.01664	19752.13803	21423.79152	18796.89213	11675.01073	16652.97726	12820.9983	21499.63508	19948.672	11975.68551	15835.07786	14216.6035	7782.96155	11818.09904	12587.51979	7932.484	11237.31333	14753.136	11266.13956	17086.37266	12748.38387	15267.63791	16771.9736	12523.9836	15327.39238	18410.08822	15845.61784	13380.94882	11894.33096	12012.63348	18025.70044	22110.81269	20372.89495	12014.65961	13104.72941	24189.344	19344.59168	23217.07	24211.06156	21899.85041	18057.16613	20162.50666	19789.34707	15952.04739	13065.69294	21652.21911	21438.1549	30427.6975	20231.6706	23846.30027	27723.01033	27058.36801	16444.29709	27660.51807	25892.98669	24384.234	17788.34763	24632.38996	18459.24461	29937.09489	26177.46823	24987.73503	22272.5226	26022.99158	18935.7276	26806.3963	19385.022	12845.04025	16077.3697	20662.54	7109.18938	27095.69846	22741.52435	21408.7414	20494.78089	16648.88256	15518.99631	17935.8675	26419.96294	16881.7146	17212.33541	5361.71531	23700.0844	18352.10099	12801.0479	23407.5961	18151.47816	15930.69395	17753.45836	17393.82642	24934.41872	25805.72	6284.21876	12296.83584	26807.12564	23307.92131	22542.2821	14592.95263	17238.1472	19831.87137	9054.71812
superpathway-of-pyrimidine-nucleobases-salvage	38229.5168	32109.70127	14008.82976	25500.93969	31007.85431	38126.18265	28028.88439	28469.6261	26795.77426	24174.2868	34496.56063	35055.3058	17952.22619	32018.71115	22330.21029	17132.67114	18861.62566	23100.7914	28778.0956	17201.85008	21494.477	22355.98767	27855.38347	16596.58836	21542.2531	29370.05629	19097.32727	25257.7198	28323.39434	30516.65626	20656.81254	17033.24217	22107.43386	31151.04348	32512.1212	35576.71067	19010.16377	23352.4022	39457.2362	33901.33763	34819.62	41748.76895	33623.67265	28331.36471	30884.13543	33564.36414	25044.08741	22727.70599	32523.61853	35811.86997	44649.80222	31236.0613	36518.06834	43970.08991	44978.03983	22269.66711	40623.19794	41371.34328	37185.2105	32715.7477	36315.54587	54354.87608	47073.52249	42677.75963	37222.94513	39853.52308	40696.26694	28142.4132	42198.32991	28894.7202	21147.93186	22024.98877	34231.1462	46761.20428	39253.89906	33367.6469	34982.3535	44424.33509	24323.62183	26876.71936	29251.9699	46582.68759	26685.4023	28708.45864	13154.97066	43073.50803	30455.88604	21674.0877	38009.0704	32872.3822	25436.13429	33454.72932	25458.00009	46576.7109	43583.89143	11354.60489	29307.35207	49764.59714	34669.99235	37229.4172	23080.70177	31785.3417	31765.52197	14687.53586
pyrimidine-deoxyribonucleotides-biosynthesis-from-CTP	0	0	0	2024.31281	0	0	0	0	0	0	0	0	0	0	0	3155.26524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1354.31674	0	0	1003.64958	0	0	0	0	301.34367	896.18907	0	0	0	0	0	0	1223.15288	0	0	0	0	814.48002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789.27533	34.91513	0	0	0	0	0	0	0	0	0	0	0	0	0	863.66831	0	0	0	0	0
superpathway-of-pyrimidine-deoxyribonucleotides-de-novo-biosynthesis	34448.005	20247.217	11507.46816	19728.69143	25781.40464	32584.66995	23093.50336	13209.01041	22981.49843	20332.306	28324.01844	27937.1819	16039.00382	28123.32371	18479.36602	10009.70829	16062.24073	19978.06344	25257.6991	12865.89557	18786.1479	20149.17996	24153.81252	15051.8976	19520.71009	26175.66906	15968.85718	20196.18939	24740.31022	29003.84881	18467.07124	14499.47663	19611.95842	27738.51403	29465.42876	27081.52981	17115.36382	20507.29858	33222.6048	27396.7864	30894.65	36873.27074	29164.57353	23358.45513	25782.70341	30731.81211	22274.27937	16365.12663	27996.06881	30852.37046	37992.88117	28592.1078	31406.24831	38610.96077	38495.59686	19556.35169	34664.97858	36514.88614	32562.4636	23133.88475	31762.15386	47873.24673	38853.23101	34428.08858	31134.94913	35798.23706	34683.57726	24337.2963	36413.71723	21825.6333	17782.31812	19880.56542	28718.4446	43268.77777	27277.79511	28758.36301	29756.4454	21624.68302	21148.10191	20051.52861	24743.5852	39715.18284	22493.0704	24800.42681	11678.18861	36752.77861	24864.84428	19322.4847	30862.3099	28317.79031	20204.00605	24611.889	19727.67682	42197.8218	38384.26733	8809.91275	15254.45988	44771.24868	28239.47845	26996.3014	19130.7053	27286.2644	26769.67086	13066.25698
adenosine-ribonucleotides-de-novo-biosynthesis	38250.7386	29135.32144	13968.74557	26000.076	29856.85682	36147.00112	27892.54388	28190.61518	27128.45223	22679.685	33510.98934	35010.5093	18452.21178	30720.02089	21835.11201	16782.44329	18902.05542	21886.70122	26439.2425	18093.30296	22584.2184	21880.06417	26963.77814	18917.35658	22536.38664	29084.94612	18877.51774	24661.77373	28237.40597	32077.09182	20385.55737	17198.23186	22007.43004	30859.60514	33390.44926	33891.54705	19150.04786	23317.07018	38294.3295	33663.4212	35112.16	42168.51173	32040.99315	28523.47073	32211.06246	33572.75648	25081.56636	22220.82919	31318.16213	35400.03397	45384.20673	31643.933	35335.47786	43964.8837	43532.16343	23780.56282	38467.21237	40778.42357	35878.1061	32673.42055	36162.06914	50862.54078	45303.29662	42368.46246	36985.62651	39367.22069	39159.47444	27663.6101	44044.41224	26290.155	20999.08986	23116.10673	34523.2649	44373.0587	36042.36096	33691.50335	35608.8265	39831.96319	24853.66718	26261.71901	29875.054	45444.87138	25687.3004	28979.12551	12266.19459	41286.93581	29486.53795	22083.2332	37342.4562	31814.45827	24939.62732	32554.65687	24866.05126	45598.4003	42947.92834	11250.10983	27922.32561	49155.22388	33901.77994	36249.2669	22783.35554	30118.9777	30558.36568	15187.41101
nicotinate-degradation-I	217.32	0	0	0	0	219.14642	0	0	0	0	0	0	0	156.083	0	430.35813	0	0	0	0	0	0	0	0	0	0	0	0	0	601.571665	0	0	0	0	412.3751	0	0	172.11205	0	0	0	723.54379	0	0	0	0	0	0	0	577.12343	0	0	0	786.27449	0	0	0	202.71934	0	0	0	539.49839	545.93001	0	0	623.310998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.30597	0	0	204.06409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251.6116	0	0
adenosine-deoxyribonucleotides-de-novo-biosynthesis-II	36036.4134	19306.11544	10993.28343	24465.68812	26426.87187	34470.90038	23756.08316	30840.61723	23353.14896	22618.6196	28671.58859	25672.5196	16732.9677	30518.31749	19158.81493	15344.10782	16307.12045	21978.76556	26442.83173	22503.11529	19147.0275	21638.32995	25863.56527	21475.27118	20264.29635	28678.39966	17355.3685	18809.22358	26661.66443	30584.92683	20930.18945	14254.8843	19787.73547	29873.83467	31241.06851	25742.00985	17938.33405	21910.78615	36049.5092	25525.67216	32524.57	41019.10564	32815.82357	22734.98801	24707.72838	34220.56341	23255.8921	20809.85227	30309.96585	33093.47373	39015.57483	28562.8247	33099.88052	41729.23533	42526.55468	21704.99802	35942.42031	39051.86797	35377.504	28334.94878	33422.32508	50157.90203	42124.01791	32619.33621	31011.17234	38560.21675	37623.38098	25742.1242	34281.62075	26818.4609	17047.94105	21528.7311	29264.8174	47219.27094	34451.24144	31678.70958	28532.3064	31679.95186	21654.70917	24206.44654	23951.6528	40473.71194	23391.6894	24440.67146	12453.74313	38980.71749	24772.06637	20214.682	31172.5247	29779.48273	19494.35349	26490.64511	22630.06088	44608.01852	40138.12196	8246.31137	24484.37763	47380.59131	28627.75178	29584.5598	18700.17451	29869.1083	27964.87931	12281.87395
guanosine-ribonucleotides-de-novo-biosynthesis	39849.453	30283.47263	14690.88185	29544.49183	29380.16625	36881.43533	26265.42916	31742.84925	27167.57242	20113.3717	32041.12893	37401.3895	18533.7256	28483.1453	21179.92617	17089.44697	19614.75001	20941.19838	23164.71185	24827.25531	22662.9035	19692.99506	25839.50533	24908.78874	22826.16036	26018.11986	17562.67335	28739.86847	27983.15269	28190.47577	18622.32957	20528.23363	21148.17961	28659.54548	31349.2051	38359.44076	18675.4276	21472.60472	37152.5868	35409.17253	36527.59	36816.72416	31726.40753	32409.97133	34213.44148	29393.99388	24470.38978	24300.59301	31690.1729	34122.32142	46032.1841	34914.5412	35944.18051	40968.03467	42344.60543	28858.39409	41842.15231	38832.24113	35935.9416	37707.06797	36827.62487	46296.73384	43553.6597	46927.4993	39880.85264	37189.93261	38776.43587	31263.3964	43172.78526	25125.0983	20859.57808	30170.1977	34785.7506	36743.39333	34248.07726	39691.0442	36921.0644	35471.29001	26210.52294	28240.63007	30917.5796	42693.92315	25559.0501	30789.95229	11049.1089	39082.90423	28538.67582	21719.3351	38329.1778	29642.916	24755.51666	35791.46904	23451.50802	43301.86133	41528.08548	11595.75571	28025.0024	46047.35597	35632.97285	40089.7215	25236.2502	28685.7161	29467.88011	16959.04309
guanosine-deoxyribonucleotides-de-novo-biosynthesis-II	36036.4134	19306.11544	10993.28343	24465.68812	26426.87187	34470.90038	23756.08316	30840.61723	23353.14896	22618.6196	28671.58859	25672.5196	16732.9677	30518.31749	19158.81493	15344.10782	16307.12045	21978.76556	26442.83173	22503.11529	19147.0275	21638.32995	25863.56527	21475.27118	20264.29635	28678.39966	17355.3685	18809.22358	26661.66443	30584.92683	20930.18945	14254.8843	19787.73547	29873.83467	31241.06851	25742.00985	17938.33405	21910.78615	36049.5092	25525.67216	32524.57	41019.10564	32815.82357	22734.98801	24707.72838	34220.56341	23255.8921	20809.85227	30309.96585	33093.47373	39015.57483	28562.8247	33099.88052	41729.23533	42526.55468	21704.99802	35942.42031	39051.86797	35377.504	28334.94878	33422.32508	50157.90203	42124.01791	32619.33621	31011.17234	38560.21675	37623.38098	25742.1242	34281.62075	26818.4609	17047.94105	21528.7311	29264.8174	47219.27094	34451.24144	31678.70958	28532.3064	31679.95186	21654.70917	24206.44654	23951.6528	40473.71194	23391.6894	24440.67146	12453.74313	38980.71749	24772.06637	20214.682	31172.5247	29779.48273	19494.35349	26490.64511	22630.06088	44608.01852	40138.12196	8246.31137	24484.37763	47380.59131	28627.75178	29584.5598	18700.17451	29869.1083	27964.87931	12281.87395
superpathway-of-guanosine-nucleotides-de-novo-biosynthesis-I	38912.7425	21913.87869	12751.91308	21599.91195	28430.18148	36509.96755	25342.73818	14626.11408	25705.62371	21550.6904	30860.41935	30975.0244	18037.94289	29944.72841	20574.3256	10689.9256	18143.12246	21977.41058	24888.69339	14652.50631	21254.9674	20916.49339	26414.82522	17449.56873	22104.10727	27921.20387	17866.17195	23086.96173	28127.87648	29986.26765	19991.40209	17127.528	20871.82654	30121.59469	32054.15033	29917.40924	18779.81813	22316.26139	37369.9028	30111.30617	35339.86	39646.70767	33152.73922	26956.19119	29276.22486	31919.99701	24416.44776	19050.2963	31954.4074	34699.49379	43423.48795	32061.4992	35565.32172	42553.09298	43423.35643	23646.42032	40164.65367	40118.48839	36716.4449	26237.43874	36094.25372	49109.6828	43738.49053	39221.95133	35577.34763	39071.39923	39167.94524	29001.5091	38915.47499	26491.0045	19178.05245	22934.80101	32329.7743	41501.04822	34752.94775	31981.95655	32771.8114	22118.13728	24275.43958	22982.46052	27587.0203	42408.14439	24934.9374	27781.11472	11862.54299	39820.16563	27056.98667	21407.3423	34942.8256	30331.42932	22319.67237	27237.32585	23307.95506	44892.45574	41694.21037	9763.9641	16563.55739	48053.15736	32333.34277	31140.2718	21101.46809	29966.5989	29238.44425	14517.07744
superpathway-of-adenosine-nucleotides-de-novo-biosynthesis-I	39269.8419	26765.57659	13617.18949	26768.13088	30080.74541	37280.88203	27767.13442	29958.42109	27121.38146	23645.0243	33355.59073	33349.8797	18720.17522	32048.5637	21891.65769	16833.70765	18938.67949	22847.2247	27452.85376	19963.66713	22471.9545	22716.01621	27806.49189	20394.39399	22883.34704	30134.40618	19308.54294	23839.55103	28890.63761	32550.16727	21456.04479	17036.28338	22305.39162	31711.45268	34135.4944	32621.79023	19658.66143	23667.42512	39188.8374	32470.74624	35824.42	43184.87528	33656.04479	27943.48852	31120.33495	35195.71695	25645.04982	22749.95533	32314.40713	35680.81117	45444.00655	32154.4339	36053.43309	44611.3672	44906.0879	24259.36994	39287.70756	41562.39548	37308.6538	32708.69009	36867.09546	52228.19741	46175.71719	40950.09149	36642.91365	40301.73083	40202.80377	28321.7298	42628.72028	27539.0578	20639.00004	23785.04173	34302.3986	47632.77767	37021.06721	34617.57452	34963.5098	38791.13379	24981.53661	26800.69906	29247.35	45702.74652	26102.7296	28843.17721	12848.48427	42218.4066	29230.26216	22305.5785	36970.0185	32513.73167	24185.48527	31971.60635	25221.93039	47421.63018	44070.8303	10668.77706	27951.52042	50890.42278	33692.44766	35501.8946	22509.56273	31268.6518	31142.01061	14942.83298
inosine-5'-phosphate-biosynthesis-III	32015.8768	14394.44464	11688.54421	19338.91524	25200.67263	30299.40712	24079.49016	17863.40043	21738.25257	18757.9196	28076.23271	26990.8374	14923.46828	25736.28151	18203.29523	10699.1918	15413.5064	18120.97558	22138.5175	12825.19819	18342.197	17768.24961	22660.20982	15390.26751	18491.35898	23366.73132	15111.21225	19000.39013	23085.62419	25422.0269	16979.27238	13194.1142	17973.03134	25168.27002	27647.2683	25418.17453	15845.25365	18523.5844	31862.3502	26512.48334	29016.52	33852.03192	27127.62134	20581.72261	26203.89332	28370.44526	21468.38088	16852.46334	25890.8456	28505.31969	36678.06626	26448.5151	29359.80666	35328.45929	36293.80699	19553.93025	31927.1064	32957.16542	30099.8509	24034.39576	30076.76548	41538.89348	37250.38253	32783.30262	29373.10926	31784.23557	32402.43268	22488.8666	37142.68052	22633.5163	17762.41704	19886.74903	28333.7835	36057.82665	30908.7632	27819.97928	29260.9367	34246.40367	21113.82839	20169.39647	24708.5592	37921.45757	22031.1053	23413.96693	10276.23493	34541.18368	25173.02191	17923.6514	29649.4459	26420.97952	21073.78063	22945.70477	20506.87874	36985.43775	36362.27097	8186.44472	18085.59151	39806.38806	28117.67008	26215.2588	18253.90165	24850.4709	25401.59405	12447.43582
