sequence	16S_rRNA_Count	metadata_NSTI
4f4df79ef88626b47290d2120c3afeb9	1	0.10991
4f5407307ab40154b62555b311df8a3d	1	0.033034
4f69eed88be5c63d6c62cf70bcd38a03	1	0.044834
4f85968facd5e1c627244680ee6d77f8	1	0.012183
4f85af043be71ae3204988bfa8b62cfb	1	0.007975
4f8b603264623de7262538b95bfdc107	1	0.127314
4f920500734cd85455a7f8bc1f103f13	1	0.013522999999999999
4f9391fc0a3e934600773614a1b51e70	1	0.016178
4f93ed91b6306c731cc091744e7125fe	1	0.092822
4f9d6e005e43b475b42b3f09501fee08	10	2.39919
4faa6118a601e0d30cf984894139bc6a	4	0.089825
4faf641b43449b37b8793867e997df3e	1	0.008237999999999999
4fb27f5d9a242a77205043316dcf6c00	1	0.012212
4fb50c2303d38429aca9c3dd0c5000ed	1	0.012217
4fb917d6d6893ada9ec3b8ace0e489cc	3	0.044023
4fbe7f9157e86dd568b153c500de44da	1	0.032888
4fcfbfc3dc8e907d4546bb3dee562b07	1	0.125451
4fd7153583f605eb479b0dd8d5479a3a	1	0.038369
4fdfebce698fdce49cf6df0c92433955	1	0.008101
4fe0d360b61294416a924ae9ac225bf8	1	0.012449
4fec008014cc7bbbd263fc3783c778f1	1	0.052604
4ff155bac1c0ae1627094195fe852544	1	0.02452
4ff57b4cdf92a97291bc66eaa546ad8e	1	0.478126
4fff72b6fceab73a0f3102393e36f770	1	0.037323
5001a331ca359c41a5b4eb65b459a9ed	1	0.034964
5003f90262b939a29bf345b297fc44b0	1	0.012265
50111e7bd84ca124aa5abfa93192d4dd	10	2.581497
50143efaee0a913ae65ac42d69b4ce66	1	0.248225
5015bea400e962078f617181e8637394	1	0.135498
501c08c547c23bf7e92f37a751b3f8d5	1	0.026156
501c93a18ce51dca136786ebe80b6011	1	0.134713
50212b0ab4408b05d30a8a34fc383fce	1	0.027676
50223849a3a7661e1df1d94e809748c3	1	0.008245
50245a8242d7fcf8bf89a2dbc73b097f	1	0.00398
502612b15ab24e6e57e6b0d94d35b281	2	0.037306
502b40b049e1ace4784bfac442b8468b	1	0.012957
5034e0e08ceca1145e9daee950228b5f	1	0.187696
5040e55951b43e564e123bf4ceb3a18f	1	0.083067
5045716ec7a7fe23e9ba93e34b20e423	1	0.47428000000000003
5046cc3ade42ffe7bbfa65d62b737a10	1	0.073977
504ac2081cff11ca8bd88c9d2aec1cc7	4	0.012102
5055809efc5ad38932c99c7b54347582	1	0.48166000000000003
5056f577a879f9a40b473e398ece34ff	1	0.16238699999999998
5059a4a7271ccfe82fe42c403eae2c95	1	0.201968
505ac199b9e5e2c7f7516d185a0bc45b	1	0.033422
50610f17e8e64b5313ecf59a3225809d	1	0.150528
50646ea6fff783d5cc12b2e5d5cb7030	2	0.25351799999999997
506719ceb9bd619414c18e538b3ca1d3	1	0.145799
506e2685aecef06d1e0a41e27006d746	1	0.133723
507426d60488d458d9cdacdaaf866ba8	2	0.137165
5078861643a53d72e39d2e60aea33984	1	0.008112000000000001
50796f38a9ba8a27cb4ddad73ca7d577	1	0.123146
507ff870359973430d245a56f080736c	5	0.047494999999999996
508045741329c68916fd8465cfb55202	1	0.051927999999999995
5083267b477314956f3aed5ecafdd103	1	0.367963
508453114f1d62511092646097e44237	1	0.081617
508504eb11b0c31c7d8d2aef67d9d9cf	1	0.556424
50882abe2ba73e7777859958ddeeb744	1	0.012211
508940dfac5403da242bc5a8105d3dda	1	0.061984000000000004
508be47f77b336a5358ad5ce4b35aae8	3	0.302132
509370a2fffae87576d390c0fe806b11	1	0.08367999999999999
5098e6f9a375b1c1f5aebcbc2b05e2e6	3	0.036473
50a105120aa039dfc1e9394a538bb256	1	0.21677600000000002
50a2aa124ed7fa0e8deae721fe3a6195	1	0.634362
50a9f7f540cc66beabb780ac789835c0	3	0.24020500000000003
50ac0dcb2efe363f56070f5096491158	1	0.016674
50ae5c5049a1e94396ac297e331e6e68	1	0.095411
50af0e08b74bd64563633b7e5484c7da	1	0.240865
50b209f96df4a8266d8ec5c8d548e415	1	0.020059
50b458afa1fe2bd266e84dd8721785de	2	0.23886
50c354059f807807d330b8f2cda76268	1	0.11446400000000001
50c423d2b193f7ddfbc912799a03dec0	2	0.157973
50c57fac9c90a8b31bee07976a067b9d	1	0.077956
50c6b97f413663dd8358e41b7ca8d1bb	3	0.028905
50cbbede4d35c94930432b699188026e	1	0.33242
50cf704de3a26881c660fb13fbe156bd	1	0.109368
50d05ac4e311d68412216eb70496be48	1	0.135219
50d0eefece897a9548b40dc098df578f	1	0.036801
50d2d80d130daaea9095b2971cd198f0	1	0.015078999999999999
50d33607812b5f9b84ee768ac9ca43cc	1	0.628039
50d3ea8c4b41dfc73c5c0ed4e2fd0339	1	0.055169
50d6fc7056d785928d5dcb80c9e3b663	1	0.012112999999999999
50de8347c10b1a40e57ef653c52a1dcb	1	0.027280000000000002
50df3dc075fa3d095bf0b411e3cc6eda	3	0.09629700000000001
50e285e0423267270613b48edd8e61d2	1	0.068493
50e5b5045fbdf3dd58add74848992402	1	0.012319
50e6b8201c196da45c31f068314233c0	1	0.020513
50e8cb56585f162d3c8b096e00c8bdf1	1	0.058433000000000006
50ea7bec66421b286e53f5bafc207d2b	1	0.016353
50eb49d5276eac7f6268503de5b3c56d	7	0.074784
50f91dabc6e5946ea89cc0fb6e3481f8	1	0.13527
50fa75e2ae5cf128b80ced3c0bc76cb7	1	0.149276
51013e3427ddcfcd129f515b903bd2f4	1	0.008032
5102b3d0b2bb9ea1530b84e1d236bde6	1	0.083989
51085dfd1d5c963c930c8903e925c9a6	1	0.024184
510a6a3a2afd9a52ae1d92f2715deb2d	1	0.038412
510d9bbdb08efe72c9d835f730a1738d	1	0.007941
510efe021908e8dc9184d726fe474635	1	0.018716
511b804ed40d999dae072f769b94710c	5	0.047722
511beb79fbcf18ae625c19a29ab1680c	1	0.079764
511ca9863355e34000df997f78249e85	1	0.040817
512185597a6f2970b5871f4299c77901	1	0.155452
51263b5d75899e64c8e54d3d2dae1c5a	1	0.193054
51364306a68623805cb8557c8f5ba5c3	1	0.268714
51397cfcb184f54074922c91388627a4	1	0.080064
513a443fffbd955912adecc8bc1db111	1	0.050156
5141088bca797cc0cc4b2044901949ea	1	0.012209000000000001
514190d7d605daa99616936d6829e26d	1	0.049
5144bf56551030affe91e6a502d7388f	4	0.003994
5155f0c76326cf2ff7dbb9238f5d2f36	2	0.200942
5159cf8d7e986dcff89f9ce3ac3ca460	2	0.020427
515ba2e69107f483db98ed9d0eb5fdd0	1	0.447787
516bf061eefd53ef5fd53cc5ca7390d3	1	0.069622
516f36c5fea6093a1a90136b09c41b27	2	0.012229
5175da3ebf493343667b9d9329a659ab	2	0.016528
51762d8575304b3fc3c4f5842daeab7b	1	0.09117
51787425e5fc75b729f7aeb1b2f95f2d	1	0.060622
5179e22e814d3c0f06220a3b95916dde	1	0.050898
517bf57823da9a243952ae267c1c092a	1	0.413591
517fc3abc471aa25cbcbb8d932457042	1	0.26527399999999995
5180e444ca3f0ffdc79126618150f92d	1	0.166784
518189780068cbedefb8cd26bb2ea9ba	1	0.027166000000000003
5182f74a9cc0f5758e8843747f8a5c86	1	0.080414
51847e7ab068108e3e8a15c68919229c	3	0.155646
518b2e7b9baea9225bc2904a743847df	1	0.028838
518bda4c1e7952fb3f7382cac7878790	1	0.121993
518cc21a8a2ae2e20490f4b09360fa0b	1	0.094265
51945b9c25a4cc68b4c3863c0625e865	1	0.042618
519585cf69bd9c3ba449e5803d6f05cd	1	0.03644
51a2c9232bc298019a7161b407419554	1	0.015993
51af11a91f954718fe603f0d4763194a	2	0.25986
51bcd907d51d1b997f60dd9e797634a4	1	0.38902
51bebfe8165d85431be3aba8b91b6dfc	1	0.06981699999999999
51c0a19fbcd11423c0cc328af41c1055	2	0.061489
51c5c195182fb30c2ed5c2739df2b555	1	0.016253999999999998
51c60edb0dc78a507e6b6dba4f05d8e1	1	0.008062
51c684f4e119cea995e66e4ea30b2745	1	0.016159
51c9bb3c50c4f715e8fe9dc180f6dc4e	1	0.066474
51cf8fc7307b8a3612c102e3eb1bd33c	1	0.074575
51d5755ade87e50a640b0c09410b56a1	1	0.17479
51da19984dbff0387ff2f63421581f7d	1	0.333821
51e15893affb06aa498041602914b6c8	1	1.7793720000000002
51e1dfe79e184db40c4932902e3559dd	2	0.00805
51eac9d2aed531d61c6ed539565d3732	1	0.5141060000000001
51ead39e8ed6a436408f57531d1c7373	1	0.20039400000000002
51f9082c0bb28281ab6739b58836f4e3	1	0.10748800000000001
51fc887712f27ff19d3e9ee88adbeb21	1	0.016005000000000002
52061d7e906753a8b0d8ab2f018977cb	1	0.040282
5207f077aec088a49a1b512ee2998572	1	0.41685
520b5c9e7759b572f068d42ab98baf4f	1	0.04237
520c42ba0e7d601290767e65dca09a9e	1	0.068335
520ee24fb12fcb69330886ef3cece0a2	1	0.016318
5216c0f29128e10e9413f57d18c81dd1	1	0.008089
5217482fccfe9c8191322bcc89f094cd	1	0.022196
521bee58a2c174ae467eb77fc4c05f62	1	0.09489299999999999
522ccb1554f9d26e8aec4877d8a38d8c	1	0.110372
522d318bed818829a2d93157a94a8d20	1	0.07065
522f33b5e546e24a2476f9a9caee1932	2	0.01218
522ff86e92ea90b96fee0457d9d8e7d0	1	0.020344
52309e528ac69d03396525229ce80659	1	0.166706
5233b52a918dd43014829849bc7f832b	1	0.011997
5237946581db985433b3ea373c0348f2	1	0.40138
52395fd214ee540908ffa3be82051635	1	0.142954
5240ed18ac44727e16c869a411f0e112	1	0.012553
52410924165e74a0311d4076b9e8f356	1	0.206121
5246c92da2e05d3414edb4dcd89813fd	1	0.008015000000000001
5246e1f9a45746afff1516727fcae365	1	0.10902
524e9b4b7464e53f40d1b08fa040a957	2	0.077209
525173d09fe5180e84d45ebd4edc667b	1	0.119831
5258cd93e412b100ea5e280f9d4362dc	1	0.440665
5259d5f577c127c516f8774ce1f5b6b8	1	0.05633
525c074c6707f839161d81b63617526e	2	0.095047
525c53c56988809eecb5c4999c1793b4	1	0.10869200000000001
52640dc3b5fd1f517747488f68e4654a	5	0.011974
52679cbf007a42f77a3d159f51ba01c0	2	0.10372200000000001
526869547f6f2f1e88948efa88a2314e	1	0.01231
526953b4f191534ddd81b2bc67509a7c	1	0.010461
52716bada0672444c5c756da6045b37e	1	0.385261
5279c487876c2dfa83266ef84ba765a8	1	0.129077
527e15d0f5cdbfc4fff19af63496d813	1	0.020418000000000002
527e267e65d234885209fbb073c06335	1	0.201546
527f503b81cc1cac548035e39e94adce	2	0.300016
527f5e42615497c869ebc8eb5f93433c	1	0.012262
52854589a79a61c6dd9ddf753eb61c5a	4	0.145373
52856abf8d1ef3a82e380ece1c2a67de	1	0.061644000000000004
5293c8fdf5bdac90c035339189f25761	1	0.052221000000000004
52977c28b86b46fa6a127493073a657a	2	0.196649
529c0a9f86d806476aa8249ced80c0fa	1	0.064525
529f52ea1ac80a79b37703d53de2dcda	1	0.09543099999999999
52a284dcbafdc974f5acff9ad7fc08be	1	0.160084
52a2f3dc6efe2a916b2baac386bb6fc8	1	0.033813
52abafa4ebc2c9b2bccc28c781c7f5fc	1	0.011903
52b1fe212723762c076c79f9ef714e66	1	0.075442
52b54bc2d39dd03c223ac25641061b1a	1	0.075583
52ba20bf464510e3e7c8aaba9d68db0e	1	0.044245
52c1513e2a26dbe72b49d30681004699	1	0.083367
52c5ecd18be5ad84795e3b2bd5bdd632	1	0.022785
52cce9ae1554a3bf35a7693d05c94590	1	0.198464
52cffca3cbd87a61a11ca4dd5a9a2a4c	1	0.26483
52d0293b5162fea5146dd4d2ac6e8144	1	0.016572
52d4aba08ea44f7ccecb580164ea7d7d	1	0.013466999999999998
52d9b64508ef7d326b79b9b1dfd9ab50	1	0.08038300000000001
52dacbbe05b552e24a7cb6d07003a8a3	5	0.026104000000000002
52dd4ad84080775cae95af9a87133bfc	1	0.020371
52df58ff60a3bc307e08ed22109d467d	1	0.023577
52e33dbfe892f2ccb3ea07614f93b622	1	0.090152
52f17c0697545e9177f86ecd147391b6	4	0.016576
52fbd4dfbdddc21c57a931801cb041c5	2	0.032365
53014810a32419deacb5f0a97b10db92	1	0.033175
5302e7ab60ba1d7eebe555d4a12e0653	1	0.012116
5304954384548777977cbbc467331f2e	2	0.076436
530761e12f6936073285cbc1c8b205ab	3	0.020236
53098b5fc6653d01a71145140a81b1ab	1	0.066625
530a820681b40b511101387f1b83c6fe	1	0.249023
530afc1846e05f292fc9ba805e95eb51	2	0.072821
530e3e24012c644334908f9f54702add	1	0.03692
53126edce44f3abe28b9162a68175d9f	1	0.11781400000000002
53204b66f13844186bb715a01a370587	1	0.056786
5325b005147b84d30b171ffa9e7cac03	1	0.033678
532974a972daa51757668814d6930ffc	1	0.040349
5329c95fad8556c552301cad3bc662f1	1	0.14021
5344ca8547f8b01b3d27a75cb3a44430	1	0.023489
5346152a6bc4514f786fff209d59f280	1	0.10818399999999999
5347d3f14004169908082b0e0a44810a	1	0.574823
53489b8b6ac1fdfbdaff9be8490c0855	1	0.061675
5349e5077d22ac4f27a98fa2fedc5466	4	0.016778
534a3a415b06585e6ea7f377b8e632a7	1	0.008054
534cd74e593033371e4176a5c6b0af93	1	0.147286
53514795d54379ed9f1565f69f18da48	2	0.074624
536adf72486fec694a41e29403bae05a	1	0.033487
53706359ee59e1282e6322b38258ce8d	1	0.008014
537ac666308479630afcf5357e3ef3ee	1	0.040645
537b69a2a6fbf4b5b8d26922260a36ab	1	0.028502
53806f66e6b6900e4ade8d31b4c5f4d3	3	0.016686000000000003
53855bb7a4256406d7cf28691c90b137	1	0.059675
53958c6add0c5d7c140080a34b105886	5	0.11935699999999999
53977a313ad1f579b1db4b635989d304	1	0.064591
539780489b48effd31c00b8eb4ce7f8f	10	3.089477
53a15f8a70d75e1d445d80e7ae720aca	1	0.120699
53a4fa85063e38e34d58a0b771131ac4	1	0.023976
53aa88b60df9f1436b12dee489e9b713	1	0.038291000000000006
53ac9cefd33f019353f355c398f6e665	1	0.012043
53b160cbc08cf2cefc2724479f7349c5	1	0.16088
53b5ca0284badd7dc67aab8f06dbebfd	7	0.015962
53b84c95182495913f38a47970bb9d5c	1	0.136212
53ba00c6c2fd01e75b0e40bfd16717f8	2	0.073545
53c0a2353491aac0897f29ab046d9530	3	0.028633
53c15087efed32f43b9f6229ebd91397	1	0.040484
53c54b6c675ca281a2e47d6b2da7d9dd	1	0.012239
53c582a76064036cf01d83daa515bdf2	1	0.467365
53cc13a2743df8d20ab6c6339b56192c	1	0.007898
53d37384c5475e9437abd7b02488fa7f	1	0.027589999999999996
53d7f52bb011cb9f1e4e902af204e739	2	0.012179
53dd497bbc8fbeb6acd0c479d35cfdf2	1	0.016406
53e35d04af306f6fe2cbea93f5397332	1	0.042270999999999996
53e3a3c9f2783cfabcb33a62638e525f	10	2.581497
53e3c4e1cd81db2f5fa159b88fe2c94a	1	0.049214
53e699950ba83b2e4cb939d2b5450f8d	2	0.168976
53ea6465f5dc2a7eedaec82ab147c4db	1	0.083725
53ed71f42865cb6ba91597677a66dc8a	1	0.007958
53efc4fcdd4522e01f9b5ab3e396a216	1	0.087007
53f4f5aa3428d12e787ba8f19018daee	1	0.08367100000000001
53f5c3e5c88259c16e2c9621843aed1c	1	0.133268
54037f0c81eecaccf7b91485ddfb2a6d	1	0.117059
540a3532ffeec63b54ce4de128b4141a	10	0.540492
540fb721907d4e82cdfe6ecdb31b72d1	10	2.581497
5415cad1ff2144ae99eaa7d998492e5e	1	0.034116
5417db1d5905713c9bd9eb3980d2cb10	1	0.042102999999999995
54197c074121942b6f508d5a5a9dfe3f	1	0.155452
5421499611b33898190aa66e5ea1356a	1	0.259538
54236a43290e35033c2fe3242d6d1a16	1	0.033245
5424d7c059767969fb1798d6eb63bab6	1	0.007942
5435f2e3bf2351038f1f061a659e9853	4	0.054851
5438efe012c588ea1961442db7a55bb4	1	0.063479
5441a9c03cdf3f3679bba57f4189242b	1	0.611934
5443a1949819309cee27d5db52cff0bc	1	0.251333
54487118cf0d07e6d046066d1091d2cb	10	2.581497
5449ca1e4856cfdbe311ae80399a9c01	2	0.028401999999999997
544acf897af2c9952d24d3251c62e791	1	0.268102
544fa298ef5dac958dd92580b7e58078	1	0.065936
54513dadc26a8712b6837004d3a4bca9	1	1.189417
5453a9c45d08ee9e5a54674dceb35b99	1	0.21191500000000002
54549f9b37a82ac5c75fb6ba9aff6ca2	1	0.020373
54591a140a571e4c08d7688d69cc97bc	1	0.068479
545ca3739e7a8a48f8e9069051360316	4	0.060001
5464c7780bde4fc932aa2e21c069f06a	2	0.05285700000000001
5472c86a1d25fb00eb5115daa6428387	1	0.01959
54795548d883a03cecf3e5f080e1140d	1	0.020302
54820aa3af9d78b29c83df38182406cd	1	0.245718
54821d79f5f1d897831e2a3fa9350f53	1	0.0257
5486e7ee6d6e8a15af5b99809b16624f	2	0.045056
5487a2f87816f7b4498d78050669af57	1	0.268941
548e93060a4e573f89e858f6d8d3095e	1	0.206121
548f3d8aed86ec54e8fb558fc3473921	1	0.14848699999999998
548fbba42861c538e26c13d9f8c16ad8	1	1.7793720000000002
5492fb7c96f1164eaabd478ecf3e1516	1	0.01213
549bcfb9445c535e422a61b2893d2b56	3	0.016737000000000002
54a1b48910259f799224bc8ef2d4e475	1	0.024863999999999997
54a34f834d65dd8c443b09e3075da5e0	1	0.049697000000000005
54a446d6b2b9aabb16142f9a888a4d4d	1	0.008167
54b7c31841bda86a915f9f990fae74cf	1	0.044334
54b8e271754954c392f11f03bc5e535f	1	0.06415
54bc18d5870fa12b081bba71876028b7	2	0.225521
54c10414d2e0d2a6d5da6787c5bf66f3	1	0.081664
54c36afd119f393074045e87ded928d0	1	0.011953
54d2ae65c92baea541ddfb4982d9594f	1	0.130941
54d51b591bee314dba977b8231195cbf	1	0.017271
54d51f1f86d77cd9853c59f316f35b52	1	0.107776
54e02a79bd3611ac3c5d6a29de9bd88f	4	0.037697
54e0af9c459519a92066613c2fcb4e3e	4	0.131905
54f2f9027af8afdcb96cbdcbfdedac8a	1	0.0589
5503e56aadcd7b8099d2ff337b8a2370	2	0.25351799999999997
5504e5f8c24a38af23790d898061df6c	3	0.016502
5505377a42aeee34bc761c26d714d21c	1	0.08601900000000001
55066f717baae44d80b7e8f2a8704a89	1	0.401829
550d4cd206f800693155a48a2291b44a	4	0.012798
550d587afe7ce3355db19ace548d208b	1	0.136379
5512d89af3dfd7bd2b9a51afbf83e8a2	4	0.016753999999999998
55165cc010ef1410726067da53dc8b8a	1	0.40725700000000004
5516c17a8e09a96361aa0003100fe97d	2	0.157916
55178f8922d4829c81edc7621dbdb734	1	0.147015
551b2a1d31aea56777f7e42b5647bae0	1	0.032813999999999996
551b746ca547833c80286c06251842df	5	0.018119
552475e050f8e57885e13ab6bdd6a04c	1	0.00796
55278ca6c50990ba2be3ab8b759304c1	1	0.21891100000000002
552cc17cb6a4b462f315962eeb286211	1	0.036226999999999995
553dd6cab6fb105531ff15a23d6c1584	2	0.300016
55456222466398ebbe3ed17ab3606aa0	1	0.117923
554733b38746234ce56ae45d01b747e6	1	0.008213
55483a228b101bcf503a7459f193382e	2	0.135147
5548753150f47f1d4d93d7ae151e2362	1	0.042602999999999995
554a54d67d28e4a87db32d0c55e93735	1	0.173406
554a5a956d5da76cfe8a483bf34251da	1	0.26664699999999997
554afb8d03e485132d0e40750bc4abd5	1	0.004055
55522dbcd0f5aa5fd3f95aeb9f57c3bd	2	0.011806
555415ed358c1c8dc35f3edf0ccae41c	1	0.164389
5559fbf123bb0b03104d3404f8a34060	2	0.037306
555ab0acf0ae6f6a48dccc2344a6bf58	1	0.031416
555e4ea43a276d533bf82104c62f5faf	1	0.012465
55605b2837ace8a2c95831efd563a968	1	0.034076
557318d10b386554a9deb2f18b295980	10	2.581497
5576e6b2734ed08883d0c35da81ec488	2	0.01268
5578cab753aa34d2a276696e7aea023d	1	0.031854
557c957c9137d7a89402dd6fbdaa8b8d	1	0.136001
55829e548cfd5acdd0b286ebeb2952b5	1	0.008062
5582e31be683c611994ee09ca268bd0b	1	0.022486000000000003
55833f416ba33bfaa7cd28a683697b51	1	0.03812
5585892dd35b1e4ac75047b969c20605	4	0.012015000000000001
5587a2f6e9ef56a4f40af7272dca59d5	1	0.100091
558e96607229fba60246e8ec9ced5b43	1	0.028454000000000004
55961b823012d253387965220e8a9ac0	1	0.081812
55984b58225d6b32210135b0e6abd7cd	1	0.087016
5598dbf398097b9aa747db92848c8d5d	1	0.016416
559bcd985baa8a834a983ed04d1226ef	1	0.08480499999999999
55a6ad1e47839f8b759662efd963409f	4	0.020819
55a7462dd3b637cd459acb46256ef793	2	0.007843000000000001
55aba785a3f9e04a3f8e681b5f0ac254	1	0.01617
55acd19f66417b6af2770b5d270f5c47	5	0.026060000000000003
55b27951e7900c774acdb1e56ade700b	3	0.008126000000000001
55b77840bc2f6215294865b47d2d495f	1	0.015533000000000002
55be69208c846b2df55a3223592fdc3f	5	0.017737
55c5a1b91e4e47e39ed0966e5fb229f5	2	0.020538999999999998
55c72c8b9f386aa8ffc6104cfb4914df	1	0.085889
55cdbebf538bf6decd9e85344ac8a914	10	3.705517
55cfbf842529c9a54c9c4ff42795db54	1	0.029268000000000002
55d6b00b133873c1ce50eaf4e34fba50	1	0.067236
55e029f03ff00bb15c3a7b268fc66082	1	0.073013
55e1f384ec19b7143f72621a51815e27	1	0.012152
55e7c74e0446154988f0b872954aa016	2	0.247056
55ecdfa04802f38bb5d581c3d9512591	2	0.081829
55ecfc5790b738f38901a6e81c60aaa2	1	0.031427
55effbf85f9f526cb8253bc3c02ff758	1	0.145069
55f562ba471ba0d7bd304a0ba2bc7c5c	1	0.008042
55f625628e8703f0bf4228eaf98d2a82	1	0.051021
55fc2a5e051714b65eb5aa80e6abbc93	1	0.033471
55fce41798d143d46d4e33125c3a7a4d	3	0.0378
55fd0180c8d8301740916a512fe28df1	1	0.016053
55ffb9e45e9d1ede6b65af287fcd07e7	1	0.00812
56014ae975be42264d92541d6bcfc5f8	1	0.24764299999999997
56029a53bb6ec8992f46823cc7891efa	1	0.091552
5602f3af9e72c03afff96cb667d0efeb	1	0.178067
56036d9a2c60fc994b2443d91e3a47a3	10	3.008697
5605bb58e90b6d2dc136483cbac34596	1	0.061234000000000004
560d4fcc3e33df1c348e10c33b54b5d8	1	0.045158
560e59cbdc01f0ad4466b034a442456d	1	0.183605
5613d8e0788f5cb9d9988f411c2777f6	1	0.012062999999999999
5615899c5087540b45e7cb07f7592f50	1	0.094889
561811a85a52ef81719f6c74c7c07eb1	1	0.008153
561bed623cdce9335792fd1be0e40c30	2	0.094274
561d68fdfef06c06e548bf8dca5978f9	1	0.337912
562568f4d8e00d0cbeaa8102bc7376b7	1	0.26664699999999997
56261221fb821606d4f3e2bfdc22a3a8	5	0.038225999999999996
5628371f15fe9151be556b9f29f09950	1	0.088274
562a8e2bd8a81f2752a889cc2d8882b6	1	0.008138
562f8a25d4dc9c245c1658318118077f	1	0.238853
563124320703bc9dde31d89172c55e8c	1	0.018713
5634de93199330a3678691d379fd11c7	1	0.012201
5635829554e60af29c41be4b35692224	4	0.021024
563cf39a0cb80c9c996b0244b9b62497	4	0.020859
563f8beebf323181ef0f634471e09ae9	1	0.217175
564204bb1b216a4654edb0af53cad5b4	8	0.01991
5643ae544edc55512cf360ff1999818b	2	0.08110099999999999
5647e44d6315f16992772e2e76f4a46c	1	0.255957
564826f0c1322fc87fb668d4c9aa9011	1	0.046481
5652da5549f5df688673e2d84c9c6705	1	0.049329000000000005
565f849ddee85fa778092af0f46ada0e	1	0.007206000000000001
5662ff167bf9d1c85967f6078fd6cb32	1	0.025861000000000002
5664ea396cf9be0da5c6193463e5b970	1	0.193143
56691f2f4c2deec78b6eb7cb756652cd	1	0.028857999999999998
566ad8d876fb9b4f30d48c9236bfd2f8	1	0.114926
5678992e4148ad4fe39638ead807b71e	1	0.02277
567dad00b48673d0508e5b19f867e6be	1	0.438688
5680c3c2ecc2322dbb929ebeec94c235	5	0.030493
5685dc42506d57c1feb90c9c2d1c94d2	1	0.016635
568767f35963c83ab2747ee869f6005c	4	0.003946
568ec64085d04a038be6fe031645b05a	1	0.016288
568ef3bfb2a3fd51a23506dede9ec6ff	1	0.063818
568fe563e6a24cd2aafe8d76198b12bf	1	0.123386
568ff587dc5581202066cd1f082455b3	1	0.008148
5692efb3961379b5013dc15cdb4c1a4d	3	0.177201
56941676f3b7eb5ad4b3e70ca2a19bc9	1	0.008211
569ae64689ba95c14e78a34ea1a76aac	1	0.027386
569e63703b9e301cbee9b9914db84e98	1	0.14291700000000002
56a16c9b3feb63804738af0ac865814c	1	0.10420499999999999
56a1886c163c666ea051687b0b76dc27	1	0.011978
56a5bb0079817947469694bef57f706b	1	0.083065
56afe6e2885cdde2d3e6009a2a2f2fbe	1	0.075419
56b10ec611a9a639cf46820c663ec3e2	1	0.046598
56bebdcb296f241c40ff8e568da881de	2	0.038796
56bf5a48f257b3a37031defdbc7d5899	1	0.038713
56c00db34b2028ca756dd62b60c1fea1	1	0.038083
56c1a02e3420d7bb9c135e7e03cd1080	1	0.012048999999999999
56c359ef8a84e43b84dc1263e9b8a3ef	1	0.045027
56c60e36cc743b9ee347657b72c5c168	1	0.008139
56cacfb7c683f439325cb109b887a6aa	1	0.14739100000000002
56d0a9c22e1324e0a8f417d7f7ec6a04	1	0.221181
56d96721035dc157da39f3bcaa178d92	1	0.03992
56df5b483cb307e3dd1e3653646498e8	1	0.035954
56eba17c45a30774f6f6f7f784d18159	3	0.211412
56ecc16658cce9a3f84dabab367d0ce9	10	2.581497
56eeeb73f9cea36145f0d489c57b50cd	1	0.028673
56f1b54cd39b3274234a08b88d25ac52	2	0.028678
56f67bc34592c8b288a354346667b5f8	1	0.09508
56f6b365d2ad27ff35f0c195bcf0e8eb	1	0.045485000000000005
56f7b35ed0faa22c47642919a3b7a591	2	0.25351799999999997
56fe53d86ea7e3679db40695e321979d	2	0.048395
5701f3898867227cfab72a4d34db0754	1	0.007253
5706ecb453a6e4205745e746399f0b6d	1	0.016583
570c3c48e949d96eef67dbc5d49f84ee	1	0.074588
571400d59193025939c6aaf1401dad0c	1	0.016371
571a7e14df848e7d5038eb9daa4fcdb3	2	0.012211
571cfea7d5c2b8da27946b8afe9fac5a	1	0.028695
571dd81f44f03428ade3102b3c679ed0	1	0.027468
571f5c67bf883b897a61b8cdbebf36e5	1	0.040626999999999996
572f3054dd2caf35f95095317b366053	1	0.201593
57372a6b7c98dc937e2d9de550069497	1	0.15749200000000002
5745d2021c53755c866e3ba3abcab32a	3	0.039171
5748a56d085efbbaaa113bb1c1a8abc7	1	0.065084
575d0145f49ec3b09edd3bec17e4d895	1	0.032552
575d08bbab8d1b697c9f6226e27cee83	1	0.020699000000000002
575df0b6d6dc80d58dac4f3b6a1a2ba8	1	0.008178
575fb7775f706f3eb868c0d0a65b265a	4	0.092459
57633d1bbdff400356cd51b6de01f05e	1	0.012273000000000001
57661ce866dc1d82c8226d3b4575e690	1	0.177445
576cd6418c6178db93dc8f1e94294c5a	1	0.483592
57705708b86a3808406f4fac3662e26a	1	0.035894999999999996
5775505ba78f8560bb590a83f89f26aa	1	0.012225
5777cb0afda32094a40fdd9b59a805d4	2	0.23886
578ea3d6ec65b74db2dcd7676db49c5c	1	0.008112999999999999
578feb7d2d9330248725ad0f2689760f	2	0.157913
5795c730331198606cefea56d1c1b3d9	1	0.017355000000000002
579722bf97c0d63384575b8d10ab3769	1	0.09908
579b136ef9e6e00a8fab094f92b87bd8	1	0.008092
579b963776f17475de357a179c2543e8	2	0.37391599999999997
57a3869db9bdd688a255ba4f57510073	1	0.016513
57a51960ab6cc5c9807f05d90fd811f3	1	0.00811
